# Kick = [    1.000000000000e-05,     0.000000000000e+00,     0.000000000000e+00]
#            time            norm                    dmx                    dmy                    dmz
        277.81402887      -1.70696790e-15    -9.099759786992e-04     1.947028051803e-03     3.550796819738e-03
        279.05427007       1.88737914e-15    -9.574956240881e-04     1.947348743871e-03     3.547883087294e-03
        280.29451127       8.46545056e-16    -1.009132493415e-03     1.947620730843e-03     3.545109124905e-03
        281.53475247      -1.16573418e-15    -1.063809378651e-03     1.947837220077e-03     3.542534566552e-03
        282.77499367       4.85722573e-16    -1.120504376072e-03     1.947983837439e-03     3.540185941155e-03
        284.01523487       9.29811783e-16    -1.178128220530e-03     1.948053616154e-03     3.538094833899e-03
        285.25547607      -3.15025783e-15    -1.235434139737e-03     1.948078709101e-03     3.536292563190e-03
        286.49571728       9.15933995e-16    -1.291353489648e-03     1.948072503571e-03     3.534797358016e-03
        287.73595848       9.99200722e-16    -1.345053753017e-03     1.948015277780e-03     3.533661688123e-03
        288.97619968       2.45636844e-15    -1.395668422191e-03     1.947916069489e-03     3.532870289920e-03
        290.21644088      -2.24820162e-15    -1.442297466525e-03     1.947827250766e-03     3.532387239667e-03
        291.45668208      -6.66133815e-16    -1.484139020305e-03     1.947723353203e-03     3.532230940645e-03
        292.69692328      -2.85882429e-15    -1.520597090212e-03     1.947573788817e-03     3.532430552815e-03
        293.93716448      -3.33066907e-16    -1.551252613130e-03     1.947401596466e-03     3.532970216595e-03
        295.17740568      -4.30211422e-16    -1.575819558150e-03     1.947214107346e-03     3.533868335786e-03
        296.41764688       2.99760217e-15    -1.594101307795e-03     1.946967237409e-03     3.535134827647e-03
        297.65788808       1.01307851e-15    -1.606009911407e-03     1.946650016777e-03     3.536717999417e-03
        298.89812928       2.38697950e-15    -1.611545575525e-03     1.946276273614e-03     3.538579850524e-03
        300.13837048       1.11022302e-16    -1.610787322136e-03     1.945859024507e-03     3.540714048461e-03
        301.37861168       1.24900090e-16    -1.603956122525e-03     1.945419400565e-03     3.543100893708e-03
        302.61885288       2.49800181e-16    -1.591339513618e-03     1.944957337495e-03     3.545687602147e-03
        303.85909408      -1.11022302e-15    -1.573315614540e-03     1.944465354297e-03     3.548416188162e-03
        305.09933528       8.32667268e-16    -1.550333791126e-03     1.943951846247e-03     3.551280176747e-03
        306.33957648       2.09554596e-15    -1.522786939504e-03     1.943431713438e-03     3.554269458231e-03
        307.57981768       1.34614542e-15    -1.491079457232e-03     1.942914624138e-03     3.557316230637e-03
        308.82005888       1.52655666e-16    -1.455673063690e-03     1.942424972115e-03     3.560379775650e-03
        310.06030008       3.23352456e-15    -1.417025366656e-03     1.941990576874e-03     3.563452274384e-03
        311.30054128      -3.58046925e-15    -1.375715209311e-03     1.941624887375e-03     3.566485727014e-03
        312.54078248       2.77555756e-16    -1.332433632976e-03     1.941324416069e-03     3.569409721533e-03
        313.78102368       5.55111512e-16    -1.287795336073e-03     1.941079694226e-03     3.572184440944e-03
        315.02126488       3.74700271e-16    -1.242347723995e-03     1.940891347401e-03     3.574778294568e-03
        316.26150608       1.41553436e-15    -1.196593146347e-03     1.940773152614e-03     3.577175318981e-03
        317.50174728      -2.41473508e-15    -1.150929025189e-03     1.940732010503e-03     3.579378380086e-03
        318.74198848      -1.51267887e-15    -1.105853902045e-03     1.940743922446e-03     3.581336586368e-03
        319.98222968      -1.38777878e-16    -1.062010533424e-03     1.940784282950e-03     3.582980937286e-03
        321.22247088      -2.06779038e-15    -1.019941936488e-03     1.940851077930e-03     3.584247928494e-03
        322.46271208       7.63278329e-16    -9.801077849265e-04     1.940951427153e-03     3.585141622146e-03
        323.70295329       1.85962357e-15    -9.431225398262e-04     1.941084551265e-03     3.585669444854e-03
        324.94319449       8.60422844e-16    -9.095857766805e-04     1.941262244071e-03     3.585843715244e-03
        326.18343569       7.49400542e-16    -8.798859032897e-04     1.941468664224e-03     3.585630295647e-03
        327.42367689       1.13797860e-15    -8.544155677375e-04     1.941673833444e-03     3.585008726284e-03
        328.66391809       4.05231404e-15    -8.336623550109e-04     1.941897837261e-03     3.583981089740e-03
        329.90415929       1.74860126e-15    -8.179075945769e-04     1.942167267827e-03     3.582591492958e-03
        331.14440049      -1.83186799e-15    -8.072666683381e-04     1.942466183895e-03     3.580880035416e-03
        332.38464169      -2.22044605e-15    -8.019841314351e-04     1.942804831517e-03     3.578865056960e-03
        333.62488289       2.06779038e-15    -8.023482508430e-04     1.943200370222e-03     3.576552243915e-03
        334.86512409      -4.08006962e-15    -8.084146028793e-04     1.943632885565e-03     3.573979448022e-03
        336.10536529      -5.68989300e-16    -8.200914940035e-04     1.944093496487e-03     3.571183853089e-03
        337.34560649       7.35522754e-16    -8.372157537400e-04     1.944597312448e-03     3.568200808197e-03
        338.58584769      -8.32667268e-16    -8.596310026077e-04     1.945124557430e-03     3.565072160064e-03
        339.82608889      -2.08166817e-16    -8.872444160151e-04     1.945672560265e-03     3.561851734958e-03
        341.06633009      -1.81799020e-15    -9.197782164336e-04     1.946272687769e-03     3.558572076956e-03
        342.30657129       3.20576898e-15    -9.567947987037e-04     1.946906050778e-03     3.555210854322e-03
        343.54681249       1.60982339e-15    -9.977107812280e-04     1.947524220769e-03     3.551837355118e-03
        344.78705369       6.10622664e-16    -1.041896872730e-03     1.948108304115e-03     3.548496464637e-03
        346.02729489       5.13478149e-16    -1.088774124764e-03     1.948683044520e-03     3.545258754132e-03
        347.26753609       1.83186799e-15    -1.137626661267e-03     1.949232783472e-03     3.542117176480e-03
        348.50777729       8.46545056e-16    -1.187624115834e-03     1.949728802256e-03     3.539114264651e-03
        349.74801849       1.11022302e-16    -1.238061930047e-03     1.950157768312e-03     3.536258659897e-03
        350.98825969      -1.06858966e-15    -1.288248475189e-03     1.950516223499e-03     3.533668639445e-03
        352.22850089      -1.97064587e-15    -1.337449334637e-03     1.950816499801e-03     3.531400105693e-03
        353.46874209      -3.19189120e-15    -1.384879448680e-03     1.951046762663e-03     3.529484509782e-03
        354.70898329      -1.37390099e-15    -1.429795477567e-03     1.951174686376e-03     3.527900520340e-03
